topic,count,default_name,year_min,year_max,top_documents
88,30,88_africa_missionary_mission_association,1837,1926,"Africa for Christ. Twenty-Eight Years a Slave (Thomas L. Johnson): 6 | Twenty-Eight Years a Slave, or The Story of My Life in Three Continents (Thomas L. Johnson): 5 | An Autobiography: The Story of the Lord's Dealings with Mrs. Amanda Smith, the Colored Evangelist: Containing an Account of Her Life Work of Faith, and Her Travels in America, England, Ireland, Scotland, India, and Africa as an Independent Missionary (Amanda  Smith): 3 | Biography of Elder Lott Cary, Late Missionary to Africa. With an Appendix on the Subject of Colonization, by J.H.B. Latrobe (James B. Taylor): 3 | Life and History of the Rev. Elijah P. Marrs, First Pastor of Beargrass Baptist Church, and Author (Elijah P. Marrs): 2"
89,30,89_valentine_mr hall_sold_overseer,1837,1912,"American Slavery As It Is: Testimony of a Thousand Witnesses (Theodore Dwight Weld): 3 | A North-Side View of Slavery. The Refugee: or the Narratives of Fugitive Slaves in Canada. Related by Themselves, with an Account of the History and Condition of the Colored Population of Upper Canada (Benjamin  Drew): 3 | Life and Times of Frederick Douglass, Written by Himself. His Early Life as a Slave, His Escape from Bondage, and His Complete History to the Present Time, Including His Connection with the Anti-slavery Movement; His Labors in Great Britain as Well as in His Own Country; His Experience in the Conduct of an Influential Newspaper; His Connection with the Underground Railroad; His Relations with John Brown and the Harpers Ferry Raid;  His Recruiting the 54th and 55th Mass. Colored Regiments; His Interviews with Presidents Lincoln and Johnson; His Appointment by Gen. Grant to Accompany the Santo Domingo Commission&#x2014;Also to a Seat in the Council of the District of Columbia; His Appointment as United States Marshal by President R. B. Hayes; Also His Appointment to Be Recorder of Deeds in Washington by President J. A. Garfield; with Many Other Interesting and Important Events of His Most Eventful Life; With an Introduction by Mr. George L. Ruffin, of Boston (Frederick  Douglass): 2 | Old Plantation Days (W.  Mallory): 2 | Narrative of William W. Brown, an American Slave. Written by Himself (William Wells Brown): 2"
90,30,90_knowledge_auld_ignorance_nature,1789,1906,"Life and Times of Frederick Douglass, Written by Himself. His Early Life as a Slave, His Escape from Bondage, and His Complete History to the Present Time, Including His Connection with the Anti-slavery Movement; His Labors in Great Britain as Well as in His Own Country; His Experience in the Conduct of an Influential Newspaper; His Connection with the Underground Railroad; His Relations with John Brown and the Harpers Ferry Raid;  His Recruiting the 54th and 55th Mass. Colored Regiments; His Interviews with Presidents Lincoln and Johnson; His Appointment by Gen. Grant to Accompany the Santo Domingo Commission&#x2014;Also to a Seat in the Council of the District of Columbia; His Appointment as United States Marshal by President R. B. Hayes; Also His Appointment to Be Recorder of Deeds in Washington by President J. A. Garfield; with Many Other Interesting and Important Events of His Most Eventful Life; With an Introduction by Mr. George L. Ruffin, of Boston (Frederick  Douglass): 2 | Narrative of the Life of Frederick Douglass, an American Slave. Written by Himself (Frederick  Douglass): 2 | My Bondage and My Freedom. Part I. Life as a Slave. Part II. Life as a Freeman (Frederick  Douglass): 2 | Life and Times of Frederick Douglass: His Early Life as a Slave, His Escape from Bondage, and His Complete History to the Present Time (Frederick  Douglass): 2 | Narrative of William Hayden, Containing a Faithful Account of His Travels for a Number of Years, Whilst a Slave, in the South. Written by Himself (William  Hayden): 2"
91,30,91_farmer_carver_agricultural_school,1856,1929,"Booker T. Washington, Builder of a Civilization (Emmett J. Scott): 9 | My Larger Education: Being Chapters from My Experience (Booker T. Washington): 6 | A North-Side View of Slavery. The Refugee: or the Narratives of Fugitive Slaves in Canada. Related by Themselves, with an Account of the History and Condition of the Colored Population of Upper Canada (Benjamin  Drew): 2 | Uncle Tom's Story of His Life. An Autobiography of the Rev. Josiah Henson (Mrs. Harriet Beecher Stowe's ""Uncle Tom""). From 1789 to 1876. With a Preface by Mrs. Harriet Beecher Stowe, and an Introductory Note by George Sturge, and S. Morley, Esq., M. P. (Josiah  Henson): 2 | An Autobiography of the Rev. Josiah Henson (""Uncle Tom""). From 1789 to 1881. With a Preface by Mrs. Harriet Beecher Stowe, and Introductory Notes by George Sturge, S. Morley, Esq., M. P., Wendell Phillips, and John G. Whittier. Edited by John Lobb, F.R.G.S. Revised and Enlarged (Josiah  Henson): 2"
92,30,92_ship_sail_fleet_captain,1760,1929,"The Interesting Narrative of the Life of Olaudah Equiano, or Gustavus Vassa, the African. Written by Himself. Vol. I. (Olaudah  Equiano): 11 | Chains and Freedom: Or, The Life and Adventures of Peter Wheeler, a Colored Man Yet Living. A Slave in Chains, a Sailor on the Deep, and a Sinner at the Cross (Peter  Wheeler): 6 | The White Slave; or, Memoirs of a Fugitive (Richard  Hildreth): 3 | The Slave: or Memoirs of Archy Moore. Vol. II (Richard  Hildreth): 3 | A Narrative of the Uncommon Sufferings, and Surprizing Deliverance of Briton Hammon, a Negro Man,--Servant to General Winslow, of Marshfield, in New-England; Who Returned to Boston, After Having Been Absent Almost Thirteen Years. Containing an Account of the Many Hardships He Underwent from the Time He Left His Master's House, in the Year 1747, to the Time of His Return to Boston.--How He Was Cast Away in the Capes of Florida;---The Horrid Cruelty and Inhuman Barbarity of the Indians in Murdering the Whole Ship's Crew;---The Manner of His Being Carry'd by Them Into Captivity. Also, an Account of His Being Confined Four Years and Seven Months in a Close Dungeon,---and the Remarkable Manner in Which He Met with His Good Old Master in London; Who Returned to New-England, a Passenger in the Same Ship (Briton  Hammon): 2"
93,29,93_whip_overseer_randall_tandy,1838,1918,"A North-Side View of Slavery. The Refugee: or the Narratives of Fugitive Slaves in Canada. Related by Themselves, with an Account of the History and Condition of the Colored Population of Upper Canada (Benjamin  Drew): 5 | Narrative of James Williams, an American Slave, Who Was for Several Years a Driver on a Cotton Plantation in Alabama (James  Williams): 2 | Biography of an American Bondman, by His Daughter (Josephine  Brown): 2 | The Life of John Thompson, a Fugitive Slave; Containing His History of 25 Years in Bondage, and His Providential Escape.  Written by Himself (John  Thompson): 2 | My Life in the South (Jacob  Stroyer): 2"
94,29,94_river_raft_cow_journey,1825,1912,"An Autobiography. Bond and Free:  Or, Yearnings for Freedom, from My Green Brier House. Being the Story of My Life in Bondage, and My Life in Freedom (Israel  Campbell): 5 | A Sketch of the Life of Okah Tubbee, (Called) William Chubbee, Son of the Head Chief, Mosholeh Tubbee, of the Choctaw Nation of Indians (Okah  Tubbee): 2 | Slave Life in Georgia: A Narrative of the Life, Sufferings, and Escape of John Brown, a Fugitive Slave, Now in England (John  Brown): 2 | An Autobiography: The Story of the Lord's Dealings with Mrs. Amanda Smith, the Colored Evangelist: Containing an Account of Her Life Work of Faith, and Her Travels in America, England, Ireland, Scotland, India, and Africa as an Independent Missionary (Amanda  Smith): 2 | The Rev. J. W. Loguen, as a Slave and as a Freeman. A Narrative of Real Life (J. W. Loguen): 2"
95,29,95_meal_meat_hoo_allowance,1837,1914,"Fifty Years in Chains, or, The Life of an American Slave (Charles  Ball): 4 | Thirty Years a Slave: From Bondage to Freedom: The Institution of Slavery as Seen on the Plantation and in the Home of the Planter (Louis  Hughes): 4 | Jamie Parker, the Fugitive (Emily Catharine Pierson): 3 | Recollections of Slavery Times (Allen  Parker): 3 | Slavery in the United States: A Narrative of the Life and Adventures of Charles Ball, a Black Man, Who Lived Forty Years in Maryland, South Carolina and Georgia, as a Slave Under Various Masters, and was One Year in the Navy with Commodore Barney, During the Late War (Charles  Ball): 2"
96,29,96_toussaint_island_french_petion,1831,1912,"A Tribute for the Negro: Being a Vindication of the Moral, Intellectual, and Religious Capabilities of the Colored Portion of Mankind; with Particular Reference to the African Race (Wilson  Armistead): 7 | God's Image in Ebony: Being a Series of Biographical Sketches, Facts, Anecdotes, etc., Demonstrative of the Mental Powers and Intellectual Capacities of the Negro Race (H. G. Adams): 5 | Toussaint L'Ouverture: A Biography and Autobiography (J. R. Beard): 5 | The Life of Toussaint L'Ouverture, the Negro Patriot of Hayti: Comprising an Account of the Struggle for Liberty in the Island, and a Sketch of Its History to the Present Period (J. R. Beard): 5 | The Black Man: His Antecedents, His Genius, and His Achievements (William Wells Brown): 2"
97,28,97_goot_master fight_course life_litton,1810,1926,"The Kidnapped and the Ransomed. Recollections of Peter Still and His Wife ""Vina,"" after Forty Years of Slavery. (Kate E. R. Pickard): 3 | Truth Stranger Than Fiction. Father Henson's Story of His Own Life (Josiah  Henson): 2 | The White Slave; or, Memoirs of a Fugitive (Richard  Hildreth): 2 | Uncle Tom's Story of His Life. An Autobiography of the Rev. Josiah Henson (Mrs. Harriet Beecher Stowe's ""Uncle Tom""). From 1789 to 1876. With a Preface by Mrs. Harriet Beecher Stowe, and an Introductory Note by George Sturge, and S. Morley, Esq., M. P. (Josiah  Henson): 2 | The Life of Josiah Henson, Formerly a Slave, Now an Inhabitant of Canada, as Narrated by Himself (Josiah  Henson): 2"
98,28,98_amos_phillip_dollar_master amos,1789,1897,"Narrative of William Hayden, Containing a Faithful Account of His Travels for a Number of Years, Whilst a Slave, in the South. Written by Himself (William  Hayden): 6 | An Autobiography of the Rev. Josiah Henson (""Uncle Tom""). From 1789 to 1881. With a Preface by Mrs. Harriet Beecher Stowe, and Introductory Notes by George Sturge, S. Morley, Esq., M. P., Wendell Phillips, and John G. Whittier. Edited by John Lobb, F.R.G.S. Revised and Enlarged (Josiah  Henson): 2 | The Life of Josiah Henson, Formerly a Slave, Now an Inhabitant of Canada, as Narrated by Himself (Josiah  Henson): 2 | Uncle Tom's Story of His Life. An Autobiography of the Rev. Josiah Henson (Mrs. Harriet Beecher Stowe's ""Uncle Tom""). From 1789 to 1876. With a Preface by Mrs. Harriet Beecher Stowe, and an Introductory Note by George Sturge, and S. Morley, Esq., M. P. (Josiah  Henson): 2 | A Narrative of Some Remarkable Incidents in the Life of Solomon Bayley, Formerly a Slave in the State of Delaware, North America; Written by Himself, and Published for His Benefit; to Which Are Prefixed, a Few Remarks by Robert Hurnard (Solomon  Bayley): 1"
99,28,99_gen_toussaint_rochambeau_dessaline,1848,1912,"Toussaint L'Ouverture: A Biography and Autobiography (J. R. Beard): 16 | The Life of Toussaint L'Ouverture, the Negro Patriot of Hayti: Comprising an Account of the Struggle for Liberty in the Island, and a Sketch of Its History to the Present Period (J. R. Beard): 8 | A Tribute for the Negro: Being a Vindication of the Moral, Intellectual, and Religious Capabilities of the Colored Portion of Mankind; with Particular Reference to the African Race (Wilson  Armistead): 1 | From Slavery to a Bishopric, or, The Life of Bishop Walter Hawkins of the British Methodist Episcopal Church Canada (S. J. Celestine Edwards): 1 | A Narrative of the Negro (Leila Amos Pendleton): 1"
100,28,100_paul_sea_manila_aunt martha,1840,1926,"Battles and Victories of Allen Allensworth, A. M., Ph. D., Lieutenant-Colonel, Retired, U. S. Army (Charles  Alexander): 4 | Life and Times of Frederick Douglass, Written by Himself. His Early Life as a Slave, His Escape from Bondage, and His Complete History to the Present Time, Including His Connection with the Anti-slavery Movement; His Labors in Great Britain as Well as in His Own Country; His Experience in the Conduct of an Influential Newspaper; His Connection with the Underground Railroad; His Relations with John Brown and the Harpers Ferry Raid;  His Recruiting the 54th and 55th Mass. Colored Regiments; His Interviews with Presidents Lincoln and Johnson; His Appointment by Gen. Grant to Accompany the Santo Domingo Commission&#x2014;Also to a Seat in the Council of the District of Columbia; His Appointment as United States Marshal by President R. B. Hayes; Also His Appointment to Be Recorder of Deeds in Washington by President J. A. Garfield; with Many Other Interesting and Important Events of His Most Eventful Life; With an Introduction by Mr. George L. Ruffin, of Boston (Frederick  Douglass): 3 | The Colored Patriots of the American Revolution: With Sketches of Several Distinguished Colored Persons: To Which is Added a Brief Survey of the Condition and Prospects of Colored Americans (William Cooper Nell): 3 | A Tribute for the Negro: Being a Vindication of the Moral, Intellectual, and Religious Capabilities of the Colored Portion of Mankind; with Particular Reference to the African Race (Wilson  Armistead): 2 | Toussaint L'Ouverture: A Biography and Autobiography (J. R. Beard): 2"
